analysis_set	effect	family	roi	mean	stat	p	q_family	q_all_roi_within_analysis_set
high_motion_subject_exclude	down_minus_passive_FE	targeted_sensory	sensory_insula_all_L	-0.0269629571210736	-3.796536878747057	0.000833890006852		0.008894826739754667
high_motion_subject_exclude	down_minus_passive_FE	targeted_sensory	sensory_posterior_insula_L	-0.0266024793202702	-3.1515445091858973	0.0041834008591011		0.0334672068728088
high_motion_subject_exclude	down_minus_passive_FE	targeted_sensory	sensory_S2_operculum_L	-0.0251424858668962	-2.7660891127115663	0.0105119977507355		0.0672767856047072
high_motion_subject_exclude	down_minus_passive_FE	targeted_sensory	sensory_posterior_insula_R	-0.0285053277419557	-2.1271517333507437	0.0434535399762016		0.22516894445539198
high_motion_subject_exclude	down_minus_passive_FE	targeted_regulatory_value	reg_dlPFC_IFJ_L	0.0157630442946146	2.066813867870521	0.049255706599617		0.22516894445539198
high_motion_subject_exclude	down_minus_passive_FE	targeted_sensory	sensory_insula_all_R	-0.0247267807672659	-1.9473652872341949	0.0628064804363732		0.2512259217454928
high_motion_subject_exclude	down_minus_passive_FE	targeted_sensory	sensory_thalamus_R	-0.009862388152844	-1.6253060262652974	0.1166392618364547		0.4147173754185056
high_motion_subject_exclude	down_minus_passive_FE	secondary_subcortical	reg_putamen_L	0.0131988111713256	1.4758650728529497	0.1524653229866456		0.487889033557266
high_motion_subject_exclude	down_minus_passive_FE	targeted_regulatory_value	reg_mOFC	-0.012030753145854	-1.381389447841995	0.1793819261050957		0.508258481148576
high_motion_subject_exclude	down_minus_passive_FE	secondary_subcortical	reg_putamen_R	0.0112184292475621	1.345325463809683	0.190596930430716		0.508258481148576
high_motion_subject_exclude	down_minus_passive_FE	targeted_regulatory_value	reg_vmPFC_mOFC	-0.01130335066969	-1.201813305860386	0.2406970948368207		0.5924851565214048
high_motion_subject_exclude	down_minus_passive_FE	exploratory_context	expl_hypothalamus	-0.01495030345037	-1.1196880490757413	0.2734891435950626		0.6251180425030002
high_motion_subject_exclude	down_minus_passive_FE	targeted_regulatory_value	reg_anterior_insula_R	-0.0171470388640255	-0.9345418971762744	0.3589640446656077		0.6944270478512813
high_motion_subject_exclude	down_minus_passive_FE	exploratory_context	expl_hippocampus_L	0.0049881717213093	0.9194655338447628	0.366639230832231		0.6944270478512813
high_motion_subject_exclude	down_minus_passive_FE	targeted_sensory	sensory_S1_L	0.0082550360821187	0.9150367248278256	0.3689143691709932		0.6944270478512813
high_motion_subject_exclude	down_minus_passive_FE	targeted_regulatory_value	reg_vmPFC	-0.0104371433576139	-0.7396592955409108	0.4663961084887166		0.7994584581822618
high_motion_subject_exclude	down_minus_passive_FE	targeted_regulatory_value	reg_NAc_R	-0.0095680171193984	-0.64473491537808	0.5249716248178338		0.7994584581822618
high_motion_subject_exclude	down_minus_passive_FE	targeted_regulatory_value	reg_NAc_L	-0.0080949755636258	-0.6319712101913213	0.5331428943314851		0.7994584581822618
high_motion_subject_exclude	down_minus_passive_FE	exploratory_context	expl_hippocampus_R	0.0039317404085662	0.6086805639412554	0.5482275188233616		0.7994584581822618
high_motion_subject_exclude	down_minus_passive_FE	exploratory_context	expl_amygdala_L	0.0038775655154425	0.6065359549510748	0.549627690000305		0.7994584581822618
high_motion_subject_exclude	down_minus_passive_FE	targeted_sensory	sensory_S1_R	0.0046595752624293	0.5510252925939579	0.5865075988808381		0.8063020799376487
high_motion_subject_exclude	down_minus_passive_FE	targeted_regulatory_value	reg_dlPFC_IFJ_R	-0.0068014327866526	-0.5242436520622433	0.6047265599532365		0.8063020799376487
high_motion_subject_exclude	down_minus_passive_FE	targeted_regulatory_value	reg_pgACC_rACC	-0.0030682909687479	-0.4766854474003436	0.6377263751511445		0.816289760193465
high_motion_subject_exclude	down_minus_passive_FE	secondary_subcortical	reg_caudate_L	0.0026737314899666	0.3639972979138245	0.7189204750841154		0.883293936847398
high_motion_subject_exclude	down_minus_passive_FE	exploratory_context	expl_amygdala_R	0.0027112857407281	0.2963219391189287	0.7694319379654891		0.883293936847398
high_motion_subject_exclude	down_minus_passive_FE	targeted_regulatory_value	reg_SMA_preSMA	0.0023524205809315	0.2917537407803416	0.7728821947414732		0.883293936847398
high_motion_subject_exclude	down_minus_passive_FE	targeted_sensory	sensory_dACC_MCC	-0.0017566674863561	-0.2439202379262972	0.8092832227831717		0.8930021768641894
high_motion_subject_exclude	down_minus_passive_FE	targeted_sensory	sensory_thalamus_L	-0.0005387090227136	-0.0797890755496815	0.9370402907623496		0.9693666775134512
high_motion_subject_exclude	down_minus_passive_FE	secondary_subcortical	reg_caudate_R	-0.0004777572153565	-0.0559739280588692	0.9558075309127524		0.9693666775134512
high_motion_subject_exclude	down_minus_passive_FE	targeted_regulatory_value	reg_PAG_sphere	-0.0008009095338191	-0.0387890442227128	0.9693666775134512		0.9693666775134512
main	down_minus_passive_FE	targeted_sensory	sensory_S2_operculum_R	-0.038828252828821	-4.995563506991329	2.012956664646158e-05		0.0006441461326867706
main	down_minus_passive_FE	targeted_regulatory_value	reg_anterior_insula_L	-0.0283581160686232	-4.034944726366517	0.0003174470027065		0.005079152043304
main	down_minus_passive_FE	targeted_sensory	sensory_insula_all_L	-0.0225467284961434	-3.7089487742381326	0.0007873013373587		0.008397880931826134
main	down_minus_passive_FE	targeted_sensory	sensory_S2_operculum_L	-0.0275846843777055	-3.431564598665094	0.0016748649553178		0.0133989196425424
main	down_minus_passive_FE	targeted_sensory	sensory_posterior_insula_L	-0.0256227225763723	-3.2153976439036493	0.0029740013691603		0.01903360876262592
main	down_minus_passive_FE	targeted_sensory	sensory_posterior_insula_R	-0.0382061228067896	-2.762473646822841	0.0094272251506231		0.04480633272549989
main	down_minus_passive_FE	targeted_regulatory_value	reg_dlPFC_IFJ_L	0.017964108063924	2.746652312602317	0.0098013852837031		0.04480633272549989
main	down_minus_passive_FE	targeted_sensory	sensory_insula_all_R	-0.0354839015935519	-2.5622468188853538	0.0153097429318489		0.0612389717273956
main	down_minus_passive_FE	secondary_subcortical	reg_putamen_L	0.0201585687675767	2.1753939167718053	0.0370988041620717		0.13190685924292161
main	down_minus_passive_FE	secondary_subcortical	reg_putamen_R	0.0135848193365911	1.824827293480004	0.0773753554934585		0.2476011375790672
main	down_minus_passive_FE	exploratory_context	expl_hypothalamus	-0.0195509453416999	-1.756968927637299	0.08848892141191		0.2574223168346473
main	down_minus_passive_FE	targeted_sensory	sensory_thalamus_R	-0.0095729833595793	-1.6835335962040157	0.1020043679263311		0.2720116478035496
main	down_minus_passive_FE	targeted_regulatory_value	reg_anterior_insula_R	-0.0330335597602904	-1.522508000267868	0.1377037494662124		0.3389630756091382
main	down_minus_passive_FE	exploratory_context	expl_amygdala_L	0.0072383957943229	1.291854150436818	0.2056603377817306		0.4700807720725271
main	down_minus_passive_FE	secondary_subcortical	reg_caudate_L	0.0070343371639451	1.0610407378426387	0.2966142161472637		0.5965982529783228
main	down_minus_passive_FE	exploratory_context	expl_hippocampus_L	0.0049971900785528	1.057282888119535	0.2982991264891614		0.5965982529783228
main	down_minus_passive_FE	exploratory_context	expl_hippocampus_R	0.0041351644904352	0.7194499723753118	0.4770855060718362		0.8355010699225904
main	down_minus_passive_FE	targeted_sensory	sensory_S1_L	0.0055870174176313	0.7018347241314846	0.4878558090263819		0.8355010699225904
main	down_minus_passive_FE	targeted_regulatory_value	reg_PAG_sphere	0.0130686723357278	0.6885333935863569	0.4960787602665381		0.8355010699225904
main	down_minus_passive_FE	targeted_regulatory_value	reg_pgACC_rACC	0.003460746180887	0.4992984190825841	0.6209847571625258		0.958383302168536
main	down_minus_passive_FE	targeted_regulatory_value	reg_mOFC	-0.0038531585032063	-0.4676611529105096	0.6431962675630392		0.958383302168536
main	down_minus_passive_FE	targeted_regulatory_value	reg_dlPFC_IFJ_R	-0.0051201761163996	-0.4164598929624095	0.6798537531435531		0.958383302168536
main	down_minus_passive_FE	secondary_subcortical	reg_caudate_R	0.0029416788778634	0.4040853071443228	0.6888379984336352		0.958383302168536
main	down_minus_passive_FE	targeted_sensory	sensory_S1_R	0.002805754270715	0.3526563703322231	0.7266583874910724		0.9688778499880965
main	down_minus_passive_FE	targeted_regulatory_value	reg_vmPFC_mOFC	-0.0021247341805561	-0.2314021423284598	0.8184757057401487		0.9961378668406772
main	down_minus_passive_FE	targeted_regulatory_value	reg_NAc_R	0.0014498519118536	0.1172073987231796	0.907428269557274		0.9961378668406772
main	down_minus_passive_FE	targeted_regulatory_value	reg_NAc_L	-0.0011592532105031	-0.1072427017890004	0.9152659976605872		0.9961378668406772
main	down_minus_passive_FE	exploratory_context	expl_amygdala_R	-0.0005962782818118	-0.0785136346885567	0.9379083994562588		0.9961378668406772
main	down_minus_passive_FE	targeted_sensory	sensory_dACC_MCC	-0.0004144629488247	-0.0705372618183901	0.9442050317044268		0.9961378668406772
main	down_minus_passive_FE	targeted_regulatory_value	reg_SMA_preSMA	0.0004777783725523	0.0667580266148184	0.9471897004438552		0.9961378668406772
main	down_minus_passive_FE	targeted_sensory	sensory_thalamus_L	0.0001535339556126	0.0256287222305588	0.9797126362873632		0.9961378668406772
main	down_minus_passive_FE	targeted_regulatory_value	reg_vmPFC	-6.648342153339675e-05	-0.0048784440939906	0.9961378668406772		0.9961378668406772
