subject	roi_a	roi_b	roi_a_safe	roi_b_safe	quantity	z_value	target_pathway	target_family
sub-32	reg_anterior_insula_R	sensory_thalamus_L	reg_anterior_insula_R	sensory_thalamus_L	z_down	0.1657776296026402	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	reg_anterior_insula_R	sensory_thalamus_R	reg_anterior_insula_R	sensory_thalamus_R	z_down	0.2702864229619633	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	sensory_S1_L	sensory_thalamus_L	sensory_S1_L	sensory_thalamus_L	z_down	0.1976589267712542	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	sensory_S1_L	sensory_thalamus_R	sensory_S1_L	sensory_thalamus_R	z_down	0.0441365141093064	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	sensory_S1_R	sensory_thalamus_L	sensory_S1_R	sensory_thalamus_L	z_down	0.6918690900840148	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	sensory_S1_R	sensory_thalamus_R	sensory_S1_R	sensory_thalamus_R	z_down	0.824373395806471	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	sensory_S2_operculum_L	sensory_thalamus_L	sensory_S2_operculum_L	sensory_thalamus_L	z_down	0.0892774356324122	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	sensory_S2_operculum_L	sensory_thalamus_R	sensory_S2_operculum_L	sensory_thalamus_R	z_down	0.2727672847486527	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	sensory_S2_operculum_R	sensory_thalamus_L	sensory_S2_operculum_R	sensory_thalamus_L	z_down	0.2476063245222583	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	sensory_S2_operculum_R	sensory_thalamus_R	sensory_S2_operculum_R	sensory_thalamus_R	z_down	0.4513170171400644	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	sensory_insula_all_L	sensory_thalamus_L	sensory_insula_all_L	sensory_thalamus_L	z_down	0.6454500605369673	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	sensory_insula_all_L	sensory_thalamus_R	sensory_insula_all_L	sensory_thalamus_R	z_down	0.7363076810905367	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	sensory_insula_all_R	sensory_thalamus_L	sensory_insula_all_R	sensory_thalamus_L	z_down	0.3161638138825406	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	sensory_insula_all_R	sensory_thalamus_R	sensory_insula_all_R	sensory_thalamus_R	z_down	0.446847191672326	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	sensory_posterior_insula_L	sensory_thalamus_L	sensory_posterior_insula_L	sensory_thalamus_L	z_down	0.5981887149658613	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	sensory_posterior_insula_L	sensory_thalamus_R	sensory_posterior_insula_L	sensory_thalamus_R	z_down	0.8845888021354357	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	sensory_posterior_insula_R	sensory_thalamus_L	sensory_posterior_insula_R	sensory_thalamus_L	z_down	0.3266450280922862	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-32	sensory_posterior_insula_R	sensory_thalamus_R	sensory_posterior_insula_R	sensory_thalamus_R	z_down	0.5493387904488967	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	expl_hypothalamus	reg_anterior_insula_L	expl_hypothalamus	reg_anterior_insula_L	z_down	0.3124946208234195	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	expl_hypothalamus	reg_anterior_insula_R	expl_hypothalamus	reg_anterior_insula_R	z_down	-0.5512247224732029	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	expl_hypothalamus	sensory_S1_L	expl_hypothalamus	sensory_S1_L	z_down	0.3004271991681728	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	expl_hypothalamus	sensory_S1_R	expl_hypothalamus	sensory_S1_R	z_down	0.0838921203389007	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	expl_hypothalamus	sensory_S2_operculum_L	expl_hypothalamus	sensory_S2_operculum_L	z_down	0.5985694044131455	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	expl_hypothalamus	sensory_S2_operculum_R	expl_hypothalamus	sensory_S2_operculum_R	z_down	0.6148904858614586	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	expl_hypothalamus	sensory_insula_all_L	expl_hypothalamus	sensory_insula_all_L	z_down	0.120921967218152	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	expl_hypothalamus	sensory_insula_all_R	expl_hypothalamus	sensory_insula_all_R	z_down	0.1783009950774509	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	expl_hypothalamus	sensory_posterior_insula_L	expl_hypothalamus	sensory_posterior_insula_L	z_down	0.0295110529308646	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	expl_hypothalamus	sensory_posterior_insula_R	expl_hypothalamus	sensory_posterior_insula_R	z_down	0.3695622155921604	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	reg_anterior_insula_L	sensory_thalamus_L	reg_anterior_insula_L	sensory_thalamus_L	z_down	0.4295490519252133	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	reg_anterior_insula_L	sensory_thalamus_R	reg_anterior_insula_L	sensory_thalamus_R	z_down	0.2077854601658657	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	reg_anterior_insula_R	sensory_thalamus_L	reg_anterior_insula_R	sensory_thalamus_L	z_down	0.0195420877304313	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	reg_anterior_insula_R	sensory_thalamus_R	reg_anterior_insula_R	sensory_thalamus_R	z_down	0.1312676803168709	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	sensory_S1_L	sensory_thalamus_L	sensory_S1_L	sensory_thalamus_L	z_down	0.3546060068718363	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	sensory_S1_L	sensory_thalamus_R	sensory_S1_L	sensory_thalamus_R	z_down	0.443489561024138	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	sensory_S1_R	sensory_thalamus_L	sensory_S1_R	sensory_thalamus_L	z_down	0.8361330135400317	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	sensory_S1_R	sensory_thalamus_R	sensory_S1_R	sensory_thalamus_R	z_down	0.3788034465785445	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	sensory_S2_operculum_L	sensory_thalamus_L	sensory_S2_operculum_L	sensory_thalamus_L	z_down	0.5502097419537759	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	sensory_S2_operculum_L	sensory_thalamus_R	sensory_S2_operculum_L	sensory_thalamus_R	z_down	-0.2418477541283039	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	sensory_S2_operculum_R	sensory_thalamus_L	sensory_S2_operculum_R	sensory_thalamus_L	z_down	-0.002599671258735	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	sensory_S2_operculum_R	sensory_thalamus_R	sensory_S2_operculum_R	sensory_thalamus_R	z_down	-0.4402907205283208	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	sensory_insula_all_L	sensory_thalamus_L	sensory_insula_all_L	sensory_thalamus_L	z_down	0.4895175763696308	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	sensory_insula_all_L	sensory_thalamus_R	sensory_insula_all_L	sensory_thalamus_R	z_down	0.2289106377906388	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	sensory_insula_all_R	sensory_thalamus_L	sensory_insula_all_R	sensory_thalamus_L	z_down	-0.1175962378630747	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	sensory_insula_all_R	sensory_thalamus_R	sensory_insula_all_R	sensory_thalamus_R	z_down	-0.6064228871069142	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	sensory_posterior_insula_L	sensory_thalamus_L	sensory_posterior_insula_L	sensory_thalamus_L	z_down	0.4947100152370867	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	sensory_posterior_insula_L	sensory_thalamus_R	sensory_posterior_insula_L	sensory_thalamus_R	z_down	0.445882805159654	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	sensory_posterior_insula_R	sensory_thalamus_L	sensory_posterior_insula_R	sensory_thalamus_L	z_down	-0.0412303639394186	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-33	sensory_posterior_insula_R	sensory_thalamus_R	sensory_posterior_insula_R	sensory_thalamus_R	z_down	-0.61969580521354	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	expl_hypothalamus	reg_anterior_insula_L	expl_hypothalamus	reg_anterior_insula_L	up_minus_down	0.7205175741958023	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	expl_hypothalamus	reg_anterior_insula_R	expl_hypothalamus	reg_anterior_insula_R	up_minus_down	1.1277122240690014	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	expl_hypothalamus	sensory_S1_L	expl_hypothalamus	sensory_S1_L	up_minus_down	-0.7097397734994106	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	expl_hypothalamus	sensory_S1_R	expl_hypothalamus	sensory_S1_R	up_minus_down	-0.709685898494197	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	expl_hypothalamus	sensory_S2_operculum_L	expl_hypothalamus	sensory_S2_operculum_L	up_minus_down	-0.4466660328821509	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	expl_hypothalamus	sensory_S2_operculum_R	expl_hypothalamus	sensory_S2_operculum_R	up_minus_down	-0.050467056600755	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	expl_hypothalamus	sensory_insula_all_L	expl_hypothalamus	sensory_insula_all_L	up_minus_down	0.3083097996385069	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	expl_hypothalamus	sensory_insula_all_R	expl_hypothalamus	sensory_insula_all_R	up_minus_down	0.1543581691598836	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	expl_hypothalamus	sensory_posterior_insula_L	expl_hypothalamus	sensory_posterior_insula_L	up_minus_down	0.023137511972825	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	expl_hypothalamus	sensory_posterior_insula_R	expl_hypothalamus	sensory_posterior_insula_R	up_minus_down	0.4055786385846235	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	reg_anterior_insula_L	sensory_thalamus_L	reg_anterior_insula_L	sensory_thalamus_L	up_minus_down	-0.5224924919371843	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	reg_anterior_insula_L	sensory_thalamus_R	reg_anterior_insula_L	sensory_thalamus_R	up_minus_down	-0.0275358248477566	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	reg_anterior_insula_R	sensory_thalamus_L	reg_anterior_insula_R	sensory_thalamus_L	up_minus_down	-0.0780787397132413	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	reg_anterior_insula_R	sensory_thalamus_R	reg_anterior_insula_R	sensory_thalamus_R	up_minus_down	-0.2101223674580477	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	sensory_S1_L	sensory_thalamus_L	sensory_S1_L	sensory_thalamus_L	up_minus_down	0.3762055899173325	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	sensory_S1_L	sensory_thalamus_R	sensory_S1_L	sensory_thalamus_R	up_minus_down	0.8233009531813843	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	sensory_S1_R	sensory_thalamus_L	sensory_S1_R	sensory_thalamus_L	up_minus_down	0.7140905483843114	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	sensory_S1_R	sensory_thalamus_R	sensory_S1_R	sensory_thalamus_R	up_minus_down	1.024979729236917	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	sensory_S2_operculum_L	sensory_thalamus_L	sensory_S2_operculum_L	sensory_thalamus_L	up_minus_down	0.8756768680434146	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	sensory_S2_operculum_L	sensory_thalamus_R	sensory_S2_operculum_L	sensory_thalamus_R	up_minus_down	0.7674113320631406	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	sensory_S2_operculum_R	sensory_thalamus_L	sensory_S2_operculum_R	sensory_thalamus_L	up_minus_down	1.1363270110281398	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	sensory_S2_operculum_R	sensory_thalamus_R	sensory_S2_operculum_R	sensory_thalamus_R	up_minus_down	0.8141491910336198	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	sensory_insula_all_L	sensory_thalamus_L	sensory_insula_all_L	sensory_thalamus_L	up_minus_down	0.4131388057841134	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	sensory_insula_all_L	sensory_thalamus_R	sensory_insula_all_L	sensory_thalamus_R	up_minus_down	0.5525267747029007	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	sensory_insula_all_R	sensory_thalamus_L	sensory_insula_all_R	sensory_thalamus_L	up_minus_down	1.1666769529255807	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	sensory_insula_all_R	sensory_thalamus_R	sensory_insula_all_R	sensory_thalamus_R	up_minus_down	0.9072100170576908	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	sensory_posterior_insula_L	sensory_thalamus_L	sensory_posterior_insula_L	sensory_thalamus_L	up_minus_down	0.9326114693596342	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	sensory_posterior_insula_L	sensory_thalamus_R	sensory_posterior_insula_L	sensory_thalamus_R	up_minus_down	0.8442109259532813	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	sensory_posterior_insula_R	sensory_thalamus_L	sensory_posterior_insula_R	sensory_thalamus_L	up_minus_down	1.271235742168709	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-01	sensory_posterior_insula_R	sensory_thalamus_R	sensory_posterior_insula_R	sensory_thalamus_R	up_minus_down	0.7484202322491209	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	expl_hypothalamus	reg_anterior_insula_L	expl_hypothalamus	reg_anterior_insula_L	up_minus_down	0.1791194266119002	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	expl_hypothalamus	reg_anterior_insula_R	expl_hypothalamus	reg_anterior_insula_R	up_minus_down	0.1117334089643912	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	expl_hypothalamus	sensory_S1_L	expl_hypothalamus	sensory_S1_L	up_minus_down	-1.5579129101989628	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	expl_hypothalamus	sensory_S1_R	expl_hypothalamus	sensory_S1_R	up_minus_down	-0.671077489372037	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	expl_hypothalamus	sensory_S2_operculum_L	expl_hypothalamus	sensory_S2_operculum_L	up_minus_down	-1.050160659119798	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	expl_hypothalamus	sensory_S2_operculum_R	expl_hypothalamus	sensory_S2_operculum_R	up_minus_down	-0.2946776837649317	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	expl_hypothalamus	sensory_insula_all_L	expl_hypothalamus	sensory_insula_all_L	up_minus_down	-0.1452045449669729	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	expl_hypothalamus	sensory_insula_all_R	expl_hypothalamus	sensory_insula_all_R	up_minus_down	-0.4771573279853304	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	expl_hypothalamus	sensory_posterior_insula_L	expl_hypothalamus	sensory_posterior_insula_L	up_minus_down	-0.2023941340441651	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	expl_hypothalamus	sensory_posterior_insula_R	expl_hypothalamus	sensory_posterior_insula_R	up_minus_down	-0.3198427069645381	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	reg_anterior_insula_L	sensory_thalamus_L	reg_anterior_insula_L	sensory_thalamus_L	up_minus_down	0.329689691827705	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	reg_anterior_insula_L	sensory_thalamus_R	reg_anterior_insula_L	sensory_thalamus_R	up_minus_down	0.1813454387156477	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	reg_anterior_insula_R	sensory_thalamus_L	reg_anterior_insula_R	sensory_thalamus_L	up_minus_down	0.6885506120099072	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	reg_anterior_insula_R	sensory_thalamus_R	reg_anterior_insula_R	sensory_thalamus_R	up_minus_down	0.4454715075415604	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	sensory_S1_L	sensory_thalamus_L	sensory_S1_L	sensory_thalamus_L	up_minus_down	0.6045081253280495	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	sensory_S1_L	sensory_thalamus_R	sensory_S1_L	sensory_thalamus_R	up_minus_down	0.6214665942158767	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	sensory_S1_R	sensory_thalamus_L	sensory_S1_R	sensory_thalamus_L	up_minus_down	0.810672174617778	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	sensory_S1_R	sensory_thalamus_R	sensory_S1_R	sensory_thalamus_R	up_minus_down	1.2573708363695602	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	sensory_S2_operculum_L	sensory_thalamus_L	sensory_S2_operculum_L	sensory_thalamus_L	up_minus_down	0.3463698453798534	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	sensory_S2_operculum_L	sensory_thalamus_R	sensory_S2_operculum_L	sensory_thalamus_R	up_minus_down	0.2093175400814494	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	sensory_S2_operculum_R	sensory_thalamus_L	sensory_S2_operculum_R	sensory_thalamus_L	up_minus_down	0.5103536216224045	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	sensory_S2_operculum_R	sensory_thalamus_R	sensory_S2_operculum_R	sensory_thalamus_R	up_minus_down	0.5164008535982805	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	sensory_insula_all_L	sensory_thalamus_L	sensory_insula_all_L	sensory_thalamus_L	up_minus_down	0.8439876507368356	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	sensory_insula_all_L	sensory_thalamus_R	sensory_insula_all_L	sensory_thalamus_R	up_minus_down	0.8827099176091677	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	sensory_insula_all_R	sensory_thalamus_L	sensory_insula_all_R	sensory_thalamus_L	up_minus_down	0.6156893687266028	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	sensory_insula_all_R	sensory_thalamus_R	sensory_insula_all_R	sensory_thalamus_R	up_minus_down	0.6629217595239509	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	sensory_posterior_insula_L	sensory_thalamus_L	sensory_posterior_insula_L	sensory_thalamus_L	up_minus_down	0.908359127473984	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	sensory_posterior_insula_L	sensory_thalamus_R	sensory_posterior_insula_L	sensory_thalamus_R	up_minus_down	0.9619387267101396	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	sensory_posterior_insula_R	sensory_thalamus_L	sensory_posterior_insula_R	sensory_thalamus_L	up_minus_down	0.3342923041400388	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-02	sensory_posterior_insula_R	sensory_thalamus_R	sensory_posterior_insula_R	sensory_thalamus_R	up_minus_down	0.348712594170587	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	expl_hypothalamus	reg_anterior_insula_L	expl_hypothalamus	reg_anterior_insula_L	up_minus_down	0.2785229804771872	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	expl_hypothalamus	reg_anterior_insula_R	expl_hypothalamus	reg_anterior_insula_R	up_minus_down	-0.4358384022557781	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	expl_hypothalamus	sensory_S1_L	expl_hypothalamus	sensory_S1_L	up_minus_down	0.1431193098708488	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	expl_hypothalamus	sensory_S1_R	expl_hypothalamus	sensory_S1_R	up_minus_down	0.5024968030798587	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	expl_hypothalamus	sensory_S2_operculum_L	expl_hypothalamus	sensory_S2_operculum_L	up_minus_down	-0.3717664247758955	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	expl_hypothalamus	sensory_S2_operculum_R	expl_hypothalamus	sensory_S2_operculum_R	up_minus_down	0.4457913564124825	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	expl_hypothalamus	sensory_insula_all_L	expl_hypothalamus	sensory_insula_all_L	up_minus_down	0.2562601291677394	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	expl_hypothalamus	sensory_insula_all_R	expl_hypothalamus	sensory_insula_all_R	up_minus_down	-0.2783265372953759	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	expl_hypothalamus	sensory_posterior_insula_L	expl_hypothalamus	sensory_posterior_insula_L	up_minus_down	-0.3109910985828324	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	expl_hypothalamus	sensory_posterior_insula_R	expl_hypothalamus	sensory_posterior_insula_R	up_minus_down	-0.6284523359226503	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	reg_anterior_insula_L	sensory_thalamus_L	reg_anterior_insula_L	sensory_thalamus_L	up_minus_down	1.200980535796062	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	reg_anterior_insula_L	sensory_thalamus_R	reg_anterior_insula_L	sensory_thalamus_R	up_minus_down	1.353277953343084	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	reg_anterior_insula_R	sensory_thalamus_L	reg_anterior_insula_R	sensory_thalamus_L	up_minus_down	0.2586498306145994	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	reg_anterior_insula_R	sensory_thalamus_R	reg_anterior_insula_R	sensory_thalamus_R	up_minus_down	0.3635795222801415	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	sensory_S1_L	sensory_thalamus_L	sensory_S1_L	sensory_thalamus_L	up_minus_down	0.9942141187026406	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	sensory_S1_L	sensory_thalamus_R	sensory_S1_L	sensory_thalamus_R	up_minus_down	1.5608469412799746	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	sensory_S1_R	sensory_thalamus_L	sensory_S1_R	sensory_thalamus_L	up_minus_down	1.0281430133953826	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	sensory_S1_R	sensory_thalamus_R	sensory_S1_R	sensory_thalamus_R	up_minus_down	1.5521340798333536	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	sensory_S2_operculum_L	sensory_thalamus_L	sensory_S2_operculum_L	sensory_thalamus_L	up_minus_down	0.7464659417445638	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	sensory_S2_operculum_L	sensory_thalamus_R	sensory_S2_operculum_L	sensory_thalamus_R	up_minus_down	1.0679677715024565	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	sensory_S2_operculum_R	sensory_thalamus_L	sensory_S2_operculum_R	sensory_thalamus_L	up_minus_down	1.0739804510642967	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	sensory_S2_operculum_R	sensory_thalamus_R	sensory_S2_operculum_R	sensory_thalamus_R	up_minus_down	1.297545298418026	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	sensory_insula_all_L	sensory_thalamus_L	sensory_insula_all_L	sensory_thalamus_L	up_minus_down	0.923278841359854	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	sensory_insula_all_L	sensory_thalamus_R	sensory_insula_all_L	sensory_thalamus_R	up_minus_down	1.5975376102906182	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	sensory_insula_all_R	sensory_thalamus_L	sensory_insula_all_R	sensory_thalamus_L	up_minus_down	0.3775249027911157	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	sensory_insula_all_R	sensory_thalamus_R	sensory_insula_all_R	sensory_thalamus_R	up_minus_down	0.3540140159519135	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	sensory_posterior_insula_L	sensory_thalamus_L	sensory_posterior_insula_L	sensory_thalamus_L	up_minus_down	0.4070457399123965	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	sensory_posterior_insula_L	sensory_thalamus_R	sensory_posterior_insula_L	sensory_thalamus_R	up_minus_down	0.8902167572670147	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	sensory_posterior_insula_R	sensory_thalamus_L	sensory_posterior_insula_R	sensory_thalamus_L	up_minus_down	0.353431743136767	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-03	sensory_posterior_insula_R	sensory_thalamus_R	sensory_posterior_insula_R	sensory_thalamus_R	up_minus_down	0.1442490146192434	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-04	expl_hypothalamus	reg_anterior_insula_L	expl_hypothalamus	reg_anterior_insula_L	up_minus_down	0.04156367023711	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-04	expl_hypothalamus	reg_anterior_insula_R	expl_hypothalamus	reg_anterior_insula_R	up_minus_down	-0.2988272619256148	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-04	expl_hypothalamus	sensory_S1_L	expl_hypothalamus	sensory_S1_L	up_minus_down	0.7897417360492185	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-04	expl_hypothalamus	sensory_S1_R	expl_hypothalamus	sensory_S1_R	up_minus_down	0.1005783755827209	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-04	expl_hypothalamus	sensory_S2_operculum_L	expl_hypothalamus	sensory_S2_operculum_L	up_minus_down	-0.300351934742514	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-04	expl_hypothalamus	sensory_S2_operculum_R	expl_hypothalamus	sensory_S2_operculum_R	up_minus_down	0.7728996215368155	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-04	expl_hypothalamus	sensory_insula_all_L	expl_hypothalamus	sensory_insula_all_L	up_minus_down	-1.288040592194641	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-04	expl_hypothalamus	sensory_insula_all_R	expl_hypothalamus	sensory_insula_all_R	up_minus_down	0.1189060952561207	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-04	expl_hypothalamus	sensory_posterior_insula_L	expl_hypothalamus	sensory_posterior_insula_L	up_minus_down	-1.2370309438428253	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-04	expl_hypothalamus	sensory_posterior_insula_R	expl_hypothalamus	sensory_posterior_insula_R	up_minus_down	0.0036308475391404	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-04	reg_anterior_insula_L	sensory_thalamus_L	reg_anterior_insula_L	sensory_thalamus_L	up_minus_down	-0.4405069209153855	sensory_thalamus_S1_S2_insula	sensory_interoceptive
sub-04	reg_anterior_insula_L	sensory_thalamus_R	reg_anterior_insula_L	sensory_thalamus_R	up_minus_down	0.3788237575085236	sensory_thalamus_S1_S2_insula	sensory_interoceptive
