comparison	n	r	p	spearman_rho	spearman_p	target	family	roi	roi_safe	quantity	behavior_variable	q_fdr_roi_behavior_corr
reg_SMA_preSMA:up_minus_down~passive_sensory_slope_z	33	-0.08479575926124776	0.6389418381119998	0.022058823529411766	0.9030202861132655	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_down	passive_sensory_slope_z	0.9482735785846167
reg_SMA_preSMA:up_minus_down~passive_withinrun_slope_z	33	-0.045228907303999866	0.8026416224395079	0.024732620320855617	0.8913307837358655	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_down	passive_withinrun_slope_z	0.9955278339313592
reg_SMA_preSMA:up_minus_down~passive_acrossrun_slope_z	33	0.04382796186753003	0.8086400977975583	0.2075534759358289	0.24645392323127294	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_down	passive_acrossrun_slope_z	0.9955278339313592
reg_SMA_preSMA:up_minus_down~success_asymmetry_z_up_minus_down	33	-0.005107432174961053	0.9774956230324602	-0.036096256684491984	0.8419290228887525	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_down	success_asymmetry_z_up_minus_down	0.9979372219601731
reg_SMA_preSMA:up_minus_down~success_asymmetry_raw_up_minus_down	33	0.03980809300626489	0.8259104405953857	0.012366310160427808	0.945544926243306	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_down	success_asymmetry_raw_up_minus_down	0.9955278339313592
reg_SMA_preSMA:up_minus_down~mean_reg_success_z	33	0.017790813629151365	0.9217199842330813	0.07118983957219252	0.6938128492026008	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_down	mean_reg_success_z	0.9970422171539208
reg_SMA_preSMA:up_minus_down~mean_reg_success_raw	33	0.10560956000003548	0.5585962624758443	0.12834224598930483	0.4765922397266872	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_down	mean_reg_success_raw	0.9392303680681467
reg_SMA_preSMA:up_minus_down~task_separation_prediction_error_z_up_minus_down	33	0.017790813629151355	0.9217199842330813	0.07118983957219252	0.6938128492026008	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_down	task_separation_prediction_error_z_up_minus_down	0.9970422171539208
reg_SMA_preSMA:up_minus_down~task_separation_rating_z_up_minus_down	33	0.06293720528414642	0.7278767410181886	0.07754010695187166	0.6679919373571094	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_down	task_separation_rating_z_up_minus_down	0.9782624842034805
reg_SMA_preSMA:up_minus_down~task_separation_rating_raw_up_minus_down	33	0.14646393192693935	0.41602933069568077	0.1768048128342246	0.32497454582472607	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_down	task_separation_rating_raw_up_minus_down	0.9316486942219878
reg_SMA_preSMA:up_minus_passive~up_first	33	0.20126153300598143	0.2613865996966474	0.3247595264191645	0.06518200814823069	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	up_first	0.9891529274736299
reg_SMA_preSMA:up_minus_passive~prediction_error_raw_down	33	-0.014895237035534413	0.9344306306449592	-0.071524064171123	0.6924450855527109	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	prediction_error_raw_down	0.9966237294727416
reg_SMA_preSMA:up_minus_passive~prediction_error_raw_up	33	-0.03208424037707394	0.8593130760706419	0.03241978609625668	0.8578565542209733	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	prediction_error_raw_up	0.9966237294727416
reg_SMA_preSMA:up_minus_passive~prediction_error_z_down	33	-0.010546802072737758	0.9535477787225075	-0.0250668449197861	0.889871122764298	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	prediction_error_z_down	0.9966237294727416
reg_SMA_preSMA:up_minus_passive~prediction_error_z_up	33	-0.0737754979025539	0.6832564492208079	-0.05915775401069519	0.743653894612581	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	prediction_error_z_up	0.9891529274736299
reg_SMA_preSMA:up_minus_passive~rating_raw_down	33	-0.18529070313506202	0.30191022081421853	-0.18983957219251338	0.2899843727812164	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	rating_raw_down	0.9891529274736299
reg_SMA_preSMA:up_minus_passive~rating_raw_up	33	-0.19534482636613948	0.2759601661065532	-0.15407754010695188	0.3919376373936643	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	rating_raw_up	0.9891529274736299
reg_SMA_preSMA:up_minus_passive~rating_z_subject_down	33	-0.01446353311132681	0.936327109173354	-0.039438502673796796	0.8275024482622404	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	rating_z_subject_down	0.9966237294727416
reg_SMA_preSMA:up_minus_passive~rating_z_subject_up	33	-0.06429687869191716	0.7222271721500564	0.014037433155080216	0.9381993063202716	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	rating_z_subject_up	0.9891529274736299
reg_SMA_preSMA:up_minus_passive~reg_success_raw_down	33	0.014895237035534413	0.9344306306449592	0.071524064171123	0.6924450855527109	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	reg_success_raw_down	0.9966237294727416
reg_SMA_preSMA:up_minus_passive~reg_success_raw_up	33	-0.03208424037707394	0.8593130760706419	0.03241978609625668	0.8578565542209733	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	reg_success_raw_up	0.9966237294727416
reg_SMA_preSMA:up_minus_passive~reg_success_z_down	33	0.010546802072737758	0.9535477787225075	0.0250668449197861	0.889871122764298	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	reg_success_z_down	0.9966237294727416
reg_SMA_preSMA:up_minus_passive~reg_success_z_up	33	-0.0737754979025539	0.6832564492208079	-0.05915775401069519	0.743653894612581	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	reg_success_z_up	0.9891529274736299
reg_SMA_preSMA:up_minus_passive~temperature_raw_down	33	0.12961277672497604	0.4722022206694902	0.14852213144650114	0.40943604910330755	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	temperature_raw_down	0.9891529274736299
reg_SMA_preSMA:up_minus_passive~temperature_raw_up	33	-0.07036393943546199	0.6971967821434967	-0.11139159858487586	0.5371370176961971	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	temperature_raw_up	0.9891529274736299
reg_SMA_preSMA:up_minus_passive~temperature_z_subject_down	33	0.08914340796822445	0.6217803917470967	-0.16353539437225334	0.3631605819513348	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	temperature_z_subject_down	0.9891529274736299
reg_SMA_preSMA:up_minus_passive~temperature_z_subject_up	33	-0.14343903880952877	0.4258266173836666	-0.33338356190951635	0.05796784954939022	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	temperature_z_subject_up	0.9891529274736299
reg_SMA_preSMA:up_minus_passive~passive_mean_rating_z	33	0.07523012462042628	0.6773433070378025	0.1323529411764706	0.4628067843986101	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	passive_mean_rating_z	0.9891529274736299
reg_SMA_preSMA:up_minus_passive~passive_mean_rating_raw	33	-0.21866083220158777	0.22150434759119753	-0.14872994652406418	0.40877363131776545	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	passive_mean_rating_raw	0.9891529274736299
reg_SMA_preSMA:up_minus_passive~passive_sensory_slope_z	33	0.004093204008117121	0.9819637036254578	0.06918449197860962	0.7020392231895696	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	passive_sensory_slope_z	0.9966237294727416
reg_SMA_preSMA:up_minus_passive~passive_withinrun_slope_z	33	-0.08060408346992465	0.6556636193933781	0.007352941176470589	0.9676058377556672	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	passive_withinrun_slope_z	0.9891529274736299
reg_SMA_preSMA:up_minus_passive~passive_acrossrun_slope_z	33	0.1194206353183399	0.5080079473460126	0.23997326203208558	0.1785801266946495	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	passive_acrossrun_slope_z	0.9891529274736299
reg_SMA_preSMA:up_minus_passive~success_asymmetry_z_up_minus_down	33	-0.06936994800528208	0.7012770307770858	-0.1657754010695187	0.3565341011029075	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	success_asymmetry_z_up_minus_down	0.9891529274736299
reg_SMA_preSMA:up_minus_passive~success_asymmetry_raw_up_minus_down	33	-0.0394606869485096	0.8274068705821319	-0.09224598930481284	0.6096513698453706	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	success_asymmetry_raw_up_minus_down	0.9966237294727416
reg_SMA_preSMA:up_minus_passive~mean_reg_success_z	33	-0.042841784989429484	0.8128690876084375	0.003342245989304813	0.9852723280032905	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	mean_reg_success_z	0.9966237294727416
reg_SMA_preSMA:up_minus_passive~mean_reg_success_raw	33	-0.013268296183360513	0.9415795545517404	0.09425133689839572	0.6018654309769457	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	mean_reg_success_raw	0.9966237294727416
reg_SMA_preSMA:up_minus_passive~task_separation_prediction_error_z_up_minus_down	33	-0.042841784989429504	0.8128690876084375	0.003342245989304813	0.9852723280032905	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	task_separation_prediction_error_z_up_minus_down	0.9966237294727416
reg_SMA_preSMA:up_minus_passive~task_separation_rating_z_up_minus_down	33	-0.03102354606830235	0.8639202628044268	0.037098930481283425	0.8375955290714742	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	task_separation_rating_z_up_minus_down	0.9966237294727416
reg_SMA_preSMA:up_minus_passive~task_separation_rating_raw_up_minus_down	33	-0.0028158575827622774	0.9875916743609728	0.1106283422459893	0.5399470067645689	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	up_minus_passive	task_separation_rating_raw_up_minus_down	0.9966237294727416
reg_SMA_preSMA:down_minus_passive~up_first	33	-0.1985715723362576	0.2679483144155307	-0.12098884317576718	0.5024120747087479	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	up_first	0.7848656158974617
reg_SMA_preSMA:down_minus_passive~prediction_error_raw_down	33	0.07327084512193009	0.6853122379300924	0.09959893048128343	0.5813147111970498	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	prediction_error_raw_down	0.94359260538604
reg_SMA_preSMA:down_minus_passive~prediction_error_raw_up	33	-0.1835978738720694	0.3064264103446844	-0.07352941176470588	0.6842586450037624	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	prediction_error_raw_up	0.8020503119855175
reg_SMA_preSMA:down_minus_passive~prediction_error_z_down	33	0.011909835340675688	0.9475522064134985	0.07386363636363637	0.6828976306872525	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	prediction_error_z_down	0.9859929077059953
reg_SMA_preSMA:down_minus_passive~prediction_error_z_up	33	-0.10909753686962678	0.5456037785771363	-0.0250668449197861	0.889871122764298	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	prediction_error_z_up	0.916446172440759
reg_SMA_preSMA:down_minus_passive~rating_raw_down	33	0.14471513113355663	0.42167798452071126	0.15608288770053477	0.3857288235217897	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	rating_raw_down	0.8581516877965352
reg_SMA_preSMA:down_minus_passive~rating_raw_up	33	-0.0654458591146861	0.7174642392015081	-0.01270053475935829	0.9440754309557142	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	rating_raw_up	0.9566189856020109
reg_SMA_preSMA:down_minus_passive~rating_z_subject_down	33	0.08523571156016546	0.6371966399475563	0.1504010695187166	0.40346895918794123	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	rating_z_subject_down	0.94359260538604
reg_SMA_preSMA:down_minus_passive~rating_z_subject_up	33	-0.13210196976678384	0.4636631661183738	-0.08188502673796792	0.650535663449122	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	rating_z_subject_up	0.8826800064293985
reg_SMA_preSMA:down_minus_passive~reg_success_raw_down	33	-0.07327084512193009	0.6853122379300924	-0.09959893048128343	0.5813147111970498	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	reg_success_raw_down	0.94359260538604
reg_SMA_preSMA:down_minus_passive~reg_success_raw_up	33	-0.1835978738720694	0.3064264103446844	-0.07352941176470588	0.6842586450037624	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	reg_success_raw_up	0.8020503119855175
reg_SMA_preSMA:down_minus_passive~reg_success_z_down	33	-0.011909835340675688	0.9475522064134985	-0.07386363636363637	0.6828976306872525	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	reg_success_z_down	0.9859929077059953
reg_SMA_preSMA:down_minus_passive~reg_success_z_up	33	-0.10909753686962678	0.5456037785771363	-0.0250668449197861	0.889871122764298	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	reg_success_z_up	0.916446172440759
reg_SMA_preSMA:down_minus_passive~temperature_raw_down	33	0.18380807023786752	0.30586333933856164	0.22278319716975173	0.21269888168750742	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	temperature_raw_down	0.8020503119855175
reg_SMA_preSMA:down_minus_passive~temperature_raw_up	33	0.047737045669576234	0.7919302161658802	0.07426106572325057	0.6812805118089984	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	temperature_raw_up	0.9708983721615162
reg_SMA_preSMA:down_minus_passive~temperature_z_subject_down	33	0.16461029881914582	0.3599716634547717	-0.05739297138645677	0.7510565380840142	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	temperature_z_subject_down	0.8342015493459846
reg_SMA_preSMA:down_minus_passive~temperature_z_subject_up	33	0.02501629249107057	0.8900918780101493	-0.13660426032599476	0.448428313330271	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	temperature_z_subject_up	0.9759041384610333
reg_SMA_preSMA:down_minus_passive~passive_mean_rating_z	33	0.05066058255097432	0.7794918783041199	0.009692513368983958	0.9573068321764887	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	passive_mean_rating_z	0.9708983721615162
reg_SMA_preSMA:down_minus_passive~passive_mean_rating_raw	33	0.09152919354288962	0.6124446770231954	0.1019385026737968	0.572423067803052	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	passive_mean_rating_raw	0.9433731188421601
reg_SMA_preSMA:down_minus_passive~passive_sensory_slope_z	33	0.12605590311427634	0.4845453749015664	0.16510695187165778	0.35850390731731974	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	passive_sensory_slope_z	0.8834924022541588
reg_SMA_preSMA:down_minus_passive~passive_withinrun_slope_z	33	-0.03882310665446784	0.8301547549307798	-0.01838235294117647	0.9191255525351129	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	passive_withinrun_slope_z	0.9708983721615162
reg_SMA_preSMA:down_minus_passive~passive_acrossrun_slope_z	33	0.09054732827747954	0.6162796437964931	0.0661764705882353	0.7144410036926252	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	passive_acrossrun_slope_z	0.9433731188421601
reg_SMA_preSMA:down_minus_passive~success_asymmetry_z_up_minus_down	33	-0.08159369652763758	0.6517005653261372	-0.061163101604278076	0.7352694561427336	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	success_asymmetry_z_up_minus_down	0.94359260538604
reg_SMA_preSMA:down_minus_passive~success_asymmetry_raw_up_minus_down	33	-0.10726969736247563	0.5523945636008133	-0.030080213903743314	0.8680213839757225	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	success_asymmetry_raw_up_minus_down	0.916446172440759
reg_SMA_preSMA:down_minus_passive~mean_reg_success_z	33	-0.0802323145076426	0.6571548161881428	-0.09993315508021391	0.580040723866565	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	mean_reg_success_z	0.94359260538604
reg_SMA_preSMA:down_minus_passive~mean_reg_success_raw	33	-0.16746448864960697	0.3515856167829815	-0.07921122994652408	0.6612571404568393	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	mean_reg_success_raw	0.8257420861773874
reg_SMA_preSMA:down_minus_passive~task_separation_prediction_error_z_up_minus_down	33	-0.0802323145076426	0.6571548161881428	-0.09993315508021391	0.580040723866565	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	task_separation_prediction_error_z_up_minus_down	0.94359260538604
reg_SMA_preSMA:down_minus_passive~task_separation_rating_z_up_minus_down	33	-0.1294138127516788	0.47288829184708664	-0.08322192513368984	0.6452004292298033	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	task_separation_rating_z_up_minus_down	0.8826800064293985
reg_SMA_preSMA:down_minus_passive~task_separation_rating_raw_up_minus_down	33	-0.21228070615502004	0.2356161780349141	-0.1587566844919786	0.3775398845682104	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	down_minus_passive	task_separation_rating_raw_up_minus_down	0.7592076847791677
reg_SMA_preSMA:regulation_mean_minus_passive~up_first	33	0.03286198393697443	0.8559377847606053	0.057310504662205504	0.7514029961069963	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	regulation_mean_minus_passive	up_first	0.9916183629323126
reg_SMA_preSMA:regulation_mean_minus_passive~prediction_error_raw_down	33	0.030046350836472974	0.8681686665549146	0.03342245989304813	0.8535069513307668	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	regulation_mean_minus_passive	prediction_error_raw_down	0.9916183629323126
reg_SMA_preSMA:regulation_mean_minus_passive~prediction_error_raw_up	33	-0.12459218001165537	0.4896726524477697	-0.07185828877005349	0.6910782746456152	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	regulation_mean_minus_passive	prediction_error_raw_up	0.9879815718969434
reg_SMA_preSMA:regulation_mean_minus_passive~prediction_error_z_down	33	-0.000888147149200132	0.9960861659200512	0.013034759358288772	0.9426061165811512	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	regulation_mean_minus_passive	prediction_error_z_down	0.9960861659200512
reg_SMA_preSMA:regulation_mean_minus_passive~prediction_error_z_up	33	-0.11289860849355303	0.5316094450910485	-0.08723262032085562	0.6292994586228586	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	regulation_mean_minus_passive	prediction_error_z_up	0.9879815718969434
reg_SMA_preSMA:regulation_mean_minus_passive~rating_raw_down	33	-0.05137940684824714	0.7764416789870339	-0.04144385026737968	0.8188726779732702	control_SMA_preSMA	control	reg_SMA_preSMA	reg_SMA_preSMA	regulation_mean_minus_passive	rating_raw_down	0.9916183629323126
