comparison	n	r	p	spearman_rho	spearman_p	target	family	roi	roi_safe	quantity	behavior_variable	q_fdr_roi_behavior_corr
reg_PAG_sphere:up_minus_passive~prediction_error_z_down	33	-0.001304729704314213	0.994250420057306	-0.0554812834224599	0.7591000300292163	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	prediction_error_z_down	0.9966237294727416
reg_PAG_sphere:up_minus_passive~prediction_error_z_up	33	-0.1158540960843776	0.5208492255605272	-0.016711229946524065	0.9264569529080986	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	prediction_error_z_up	0.9891529274736299
reg_PAG_sphere:up_minus_passive~rating_raw_down	33	-0.04310615248727529	0.8117348948886317	-0.016711229946524065	0.9264569529080986	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	rating_raw_down	0.9966237294727416
reg_PAG_sphere:up_minus_passive~rating_raw_up	33	-0.059024236296060933	0.7442131769158953	0.12366310160427807	0.49294146286781126	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	rating_raw_up	0.9891529274736299
reg_PAG_sphere:up_minus_passive~rating_z_subject_down	33	-0.038191753185968194	0.8328777499591595	-0.10294117647058824	0.5686312610734869	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	rating_z_subject_down	0.9966237294727416
reg_PAG_sphere:up_minus_passive~rating_z_subject_up	33	-0.06027739355413782	0.738969004799747	0.07453208556149733	0.6801785439521929	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	rating_z_subject_up	0.9891529274736299
reg_PAG_sphere:up_minus_passive~reg_success_raw_down	33	-0.05176322143540891	0.7748143700435314	0.05080213903743316	0.7788909524183301	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	reg_success_raw_down	0.9966237294727416
reg_PAG_sphere:up_minus_passive~reg_success_raw_up	33	-0.05518148620700931	0.7603637115511951	0.04812834224598931	0.7902624305760928	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	reg_success_raw_up	0.9891529274736299
reg_PAG_sphere:up_minus_passive~reg_success_z_down	33	0.001304729704314213	0.994250420057306	0.0554812834224599	0.7591000300292163	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	reg_success_z_down	0.9966237294727416
reg_PAG_sphere:up_minus_passive~reg_success_z_up	33	-0.1158540960843776	0.5208492255605272	-0.016711229946524065	0.9264569529080986	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	reg_success_z_up	0.9891529274736299
reg_PAG_sphere:up_minus_passive~temperature_raw_down	33	0.07925021175142906	0.6611003479421065	0.1670873978773138	0.3526867691090746	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	temperature_raw_down	0.9891529274736299
reg_PAG_sphere:up_minus_passive~temperature_raw_up	33	0.018032009975644955	0.9206620242790553	0.07426106572325057	0.6812805118089984	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	temperature_raw_up	0.9966237294727416
reg_PAG_sphere:up_minus_passive~temperature_z_subject_down	33	0.04790414541407433	0.7912178918569661	-0.06983963987990524	0.6993479573657144	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	temperature_z_subject_down	0.9966237294727416
reg_PAG_sphere:up_minus_passive~temperature_z_subject_up	33	-0.019924823627732017	0.9123643463052752	-0.1284771714205242	0.47612503059577227	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	temperature_z_subject_up	0.9966237294727416
reg_PAG_sphere:up_minus_passive~passive_mean_rating_z	33	0.09279224308049264	0.6075262757888367	-0.026403743315508023	0.8840360735526009	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	passive_mean_rating_z	0.9891529274736299
reg_PAG_sphere:up_minus_passive~passive_mean_rating_raw	33	-0.061733242300739614	0.7328910922551995	0.06550802139037433	0.7172068500953872	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	passive_mean_rating_raw	0.9891529274736299
reg_PAG_sphere:up_minus_passive~passive_sensory_slope_z	33	-0.1356065089193849	0.4517809949566586	-0.18014705882352944	0.31576365800969947	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	passive_sensory_slope_z	0.9891529274736299
reg_PAG_sphere:up_minus_passive~passive_withinrun_slope_z	33	0.126602015082404	0.4826395104249746	0.06651069518716578	0.7130594140459106	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	passive_withinrun_slope_z	0.9891529274736299
reg_PAG_sphere:up_minus_passive~passive_acrossrun_slope_z	33	0.20872216987418044	0.24374417921595373	0.19953208556149735	0.2655930649718847	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	passive_acrossrun_slope_z	0.9891529274736299
reg_PAG_sphere:up_minus_passive~success_asymmetry_z_up_minus_down	33	-0.09729330257767423	0.5901369286366348	0.014371657754010697	0.9367307629739008	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	success_asymmetry_z_up_minus_down	0.9891529274736299
reg_PAG_sphere:up_minus_passive~success_asymmetry_raw_up_minus_down	33	-0.009998696078916168	0.9559594546714968	0.07252673796791445	0.6883475263707606	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	success_asymmetry_raw_up_minus_down	0.9966237294727416
reg_PAG_sphere:up_minus_passive~mean_reg_success_z	33	-0.07663963815300319	0.6716315241878659	0.06517379679144385	0.7185910989104528	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	mean_reg_success_z	0.9891529274736299
reg_PAG_sphere:up_minus_passive~mean_reg_success_raw	33	-0.06750817156505963	0.7089414626296695	0.06316844919786097	0.7269148990369839	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	mean_reg_success_raw	0.9891529274736299
reg_PAG_sphere:up_minus_passive~task_separation_prediction_error_z_up_minus_down	33	-0.07663963815300316	0.6716315241878659	0.06517379679144385	0.7185910989104528	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	task_separation_prediction_error_z_up_minus_down	0.9891529274736299
reg_PAG_sphere:up_minus_passive~task_separation_rating_z_up_minus_down	33	-0.015011218813826405	0.933921181690114	0.16677807486631016	0.3535915778619937	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	task_separation_rating_z_up_minus_down	0.9966237294727416
reg_PAG_sphere:up_minus_passive~task_separation_rating_raw_up_minus_down	33	-0.014014083487847717	0.9383019095195526	0.15808823529411764	0.37957750603297036	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	up_minus_passive	task_separation_rating_raw_up_minus_down	0.9966237294727416
reg_PAG_sphere:down_minus_passive~up_first	33	-0.019098890025347023	0.9159839916061654	-0.012735667702712334	0.943920971319159	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	up_first	0.9780377727603702
reg_PAG_sphere:down_minus_passive~prediction_error_raw_down	33	0.020776837456346786	0.9086322158776453	0.01838235294117647	0.9191255525351129	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	prediction_error_raw_down	0.9768670890279737
reg_PAG_sphere:down_minus_passive~prediction_error_raw_up	33	0.17485678676856842	0.33041896056086995	0.0855614973262032	0.6359055472641292	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	prediction_error_raw_up	0.8189871672021564
reg_PAG_sphere:down_minus_passive~prediction_error_z_down	33	0.01841668596048453	0.9189749962521573	-0.030748663101604276	0.8651149570554935	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	prediction_error_z_down	0.9780377727603702
reg_PAG_sphere:down_minus_passive~prediction_error_z_up	33	0.12747698946647149	0.4795940473545911	0.061831550802139035	0.7324812401851004	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	prediction_error_z_up	0.8834924022541588
reg_PAG_sphere:down_minus_passive~rating_raw_down	33	-0.18631595804704662	0.29919559612061275	-0.06651069518716578	0.7130594140459106	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	rating_raw_down	0.8020503119855175
reg_PAG_sphere:down_minus_passive~rating_raw_up	33	-0.11069610254873577	0.5396972592233802	-0.08489304812834225	0.6385557495125169	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	rating_raw_up	0.916446172440759
reg_PAG_sphere:down_minus_passive~rating_z_subject_down	33	0.04280980414693707	0.8130063175682997	-0.00267379679144385	0.9882176333995196	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	rating_z_subject_down	0.9708983721615162
reg_PAG_sphere:down_minus_passive~rating_z_subject_up	33	0.11046467895500098	0.5405504554417213	0.059826203208556146	0.7408558160803717	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	rating_z_subject_up	0.916446172440759
reg_PAG_sphere:down_minus_passive~reg_success_raw_down	33	-0.020776837456346786	0.9086322158776453	-0.01838235294117647	0.9191255525351129	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	reg_success_raw_down	0.9768670890279737
reg_PAG_sphere:down_minus_passive~reg_success_raw_up	33	0.17485678676856842	0.33041896056086995	0.0855614973262032	0.6359055472641292	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	reg_success_raw_up	0.8189871672021564
reg_PAG_sphere:down_minus_passive~reg_success_z_down	33	-0.01841668596048453	0.9189749962521573	0.030748663101604276	0.8651149570554935	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	reg_success_z_down	0.9780377727603702
reg_PAG_sphere:down_minus_passive~reg_success_z_up	33	0.12747698946647149	0.4795940473545911	0.061831550802139035	0.7324812401851004	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	reg_success_z_up	0.8834924022541588
reg_PAG_sphere:down_minus_passive~temperature_raw_down	33	0.1631307622690225	0.364365343944105	0.18565266430812644	0.30095006213433034	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	temperature_raw_down	0.8361485523733295
reg_PAG_sphere:down_minus_passive~temperature_raw_up	33	-0.08083066642060431	0.6547554151290361	-0.1299568650156885	0.4710169605991187	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	temperature_raw_up	0.94359260538604
reg_PAG_sphere:down_minus_passive~temperature_z_subject_down	33	0.19944313607700254	0.26581060442315424	0.13483890867902495	0.4543694558819906	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	temperature_z_subject_down	0.7848656158974617
reg_PAG_sphere:down_minus_passive~temperature_z_subject_up	33	-0.06675675190807134	0.7120428567206613	-0.05343128663383846	0.7677530572552496	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	temperature_z_subject_up	0.9520875721562215
reg_PAG_sphere:down_minus_passive~passive_mean_rating_z	33	-0.14548316625821153	0.4191919721277003	-0.14939839572192515	0.4066470435736812	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	passive_mean_rating_z	0.8560962811058669
reg_PAG_sphere:down_minus_passive~passive_mean_rating_raw	33	-0.28264292305957145	0.11099313512293557	-0.13502673796791445	0.4537353346367933	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	passive_mean_rating_raw	0.614560358130733
reg_PAG_sphere:down_minus_passive~passive_sensory_slope_z	33	0.19392000864281078	0.2795468318063112	0.18114973262032086	0.31303250106105496	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	passive_sensory_slope_z	0.8020503119855175
reg_PAG_sphere:down_minus_passive~passive_withinrun_slope_z	33	-0.28267941647084444	0.11094505564154021	-0.35494652406417115	0.042669740150426204	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	passive_withinrun_slope_z	0.614560358130733
reg_PAG_sphere:down_minus_passive~passive_acrossrun_slope_z	33	-0.12610500566862487	0.48437385446093184	-0.054144385026737976	0.7647398908495782	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	passive_acrossrun_slope_z	0.8834924022541588
reg_PAG_sphere:down_minus_passive~success_asymmetry_z_up_minus_down	33	0.12001175775434537	0.5058949876777582	0.09324866310160429	0.6057530763506189	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	success_asymmetry_z_up_minus_down	0.9040148426807448
reg_PAG_sphere:down_minus_passive~success_asymmetry_raw_up_minus_down	33	0.16988707662573882	0.3445608332229536	0.170120320855615	0.34388901895534485	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	success_asymmetry_raw_up_minus_down	0.8224085731247452
reg_PAG_sphere:down_minus_passive~mean_reg_success_z	33	0.07390817495325663	0.6827163365232898	0.02005347593582888	0.9118006826466462	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	mean_reg_success_z	0.94359260538604
reg_PAG_sphere:down_minus_passive~mean_reg_success_raw	33	0.1071931575214698	0.5526797819842524	0.056149732620320865	0.7562846412420678	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	mean_reg_success_raw	0.916446172440759
reg_PAG_sphere:down_minus_passive~task_separation_prediction_error_z_up_minus_down	33	0.07390817495325666	0.6827163365232898	0.02005347593582888	0.9118006826466462	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	task_separation_prediction_error_z_up_minus_down	0.94359260538604
reg_PAG_sphere:down_minus_passive~task_separation_rating_z_up_minus_down	33	0.043038383489656294	0.8120256025828229	-0.012032085561497327	0.9470145977029851	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	task_separation_rating_z_up_minus_down	0.9708983721615162
reg_PAG_sphere:down_minus_passive~task_separation_rating_raw_up_minus_down	33	0.08150869459881627	0.6520406033030085	0.007018716577540108	0.9690775819028417	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	down_minus_passive	task_separation_rating_raw_up_minus_down	0.94359260538604
reg_PAG_sphere:regulation_mean_minus_passive~up_first	33	0.2021040789263462	0.25935325940506637	0.22924201864882202	0.1993912488822066	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	up_first	0.9591028460403064
reg_PAG_sphere:regulation_mean_minus_passive~prediction_error_raw_down	33	0.04328593073948968	0.8109638223457486	-0.034759358288770054	0.8477140817369522	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	prediction_error_raw_down	0.9916183629323126
reg_PAG_sphere:regulation_mean_minus_passive~prediction_error_raw_up	33	0.10013007247079214	0.5792907030896093	0.028074866310160432	0.8767506981148385	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	prediction_error_raw_up	0.9879815718969434
reg_PAG_sphere:regulation_mean_minus_passive~prediction_error_z_down	33	0.012971964146987945	0.9428821621531883	-0.044451871657754015	0.805967340002315	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	prediction_error_z_down	0.992071059092593
reg_PAG_sphere:regulation_mean_minus_passive~prediction_error_z_up	33	0.03229664514849033	0.8583910257647258	-0.017045454545454548	0.9249901786454771	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	prediction_error_z_up	0.9916183629323126
reg_PAG_sphere:regulation_mean_minus_passive~rating_raw_down	33	-0.16153754262438752	0.3691320748898154	-0.09525401069518717	0.5979885206977005	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	rating_raw_down	0.9879815718969434
reg_PAG_sphere:regulation_mean_minus_passive~rating_raw_up	33	-0.11395789604915314	0.5277405546678775	-0.08021390374331552	0.6572286971168086	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	rating_raw_up	0.9879815718969434
reg_PAG_sphere:regulation_mean_minus_passive~rating_z_subject_down	33	0.011230696019694224	0.9505392027952847	-0.037098930481283425	0.8375955290714742	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	rating_z_subject_down	0.992071059092593
reg_PAG_sphere:regulation_mean_minus_passive~rating_z_subject_up	33	0.04957700852188758	0.7840959192707164	0.0213903743315508	0.9059458835398706	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	rating_z_subject_up	0.9916183629323126
reg_PAG_sphere:regulation_mean_minus_passive~reg_success_raw_down	33	-0.04328593073948968	0.8109638223457486	0.034759358288770054	0.8477140817369522	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	reg_success_raw_down	0.9916183629323126
reg_PAG_sphere:regulation_mean_minus_passive~reg_success_raw_up	33	0.10013007247079214	0.5792907030896093	0.028074866310160432	0.8767506981148385	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	reg_success_raw_up	0.9879815718969434
reg_PAG_sphere:regulation_mean_minus_passive~reg_success_z_down	33	-0.012971964146987945	0.9428821621531883	0.044451871657754015	0.805967340002315	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	reg_success_z_down	0.992071059092593
reg_PAG_sphere:regulation_mean_minus_passive~reg_success_z_up	33	0.03229664514849033	0.8583910257647258	-0.017045454545454548	0.9249901786454771	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	reg_success_z_up	0.9916183629323126
reg_PAG_sphere:regulation_mean_minus_passive~temperature_raw_down	33	0.1637758103166933	0.36244588514266135	0.20421793073893907	0.25429778616653653	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	temperature_raw_down	0.9879815718969434
reg_PAG_sphere:regulation_mean_minus_passive~temperature_raw_up	33	-0.05031088300498062	0.7809769352907519	-0.05569579929243793	0.7581961947014153	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	temperature_raw_up	0.9916183629323126
reg_PAG_sphere:regulation_mean_minus_passive~temperature_z_subject_down	33	0.17386663975742717	0.33320763941374815	0.052206859514186583	0.7729345910103527	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	temperature_z_subject_down	0.9852455608204388
reg_PAG_sphere:regulation_mean_minus_passive~temperature_z_subject_up	33	-0.060289822494741435	0.7389170498923427	-0.10496048863022636	0.5610296810923097	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	temperature_z_subject_up	0.9916183629323126
reg_PAG_sphere:regulation_mean_minus_passive~passive_mean_rating_z	33	-0.058078093822294216	0.7481800619610409	-0.0945855614973262	0.60057193049074	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	passive_mean_rating_z	0.9916183629323126
reg_PAG_sphere:regulation_mean_minus_passive~passive_mean_rating_raw	33	-0.24308446148663082	0.17284502828183185	-0.13502673796791445	0.4537353346367933	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	passive_mean_rating_raw	0.9591028460403064
reg_PAG_sphere:regulation_mean_minus_passive~passive_sensory_slope_z	33	0.07099892970476958	0.694594545032536	0.031751336898395724	0.8607585785241871	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	passive_sensory_slope_z	0.9916183629323126
reg_PAG_sphere:regulation_mean_minus_passive~passive_withinrun_slope_z	33	-0.14174806803866302	0.43135875556789954	-0.2413101604278075	0.17609946018216144	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	passive_withinrun_slope_z	0.9879815718969434
reg_PAG_sphere:regulation_mean_minus_passive~passive_acrossrun_slope_z	33	0.018704351423524335	0.9177136419791458	0.0768716577540107	0.6706930244559344	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	passive_acrossrun_slope_z	0.992071059092593
reg_PAG_sphere:regulation_mean_minus_passive~success_asymmetry_z_up_minus_down	33	0.03674335790237842	0.8391317625542226	0.04812834224598931	0.7902624305760928	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	success_asymmetry_z_up_minus_down	0.9916183629323126
reg_PAG_sphere:regulation_mean_minus_passive~success_asymmetry_raw_up_minus_down	33	0.12075784568308319	0.5032343973312755	0.12065508021390375	0.5036004468412304	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	success_asymmetry_raw_up_minus_down	0.9879815718969434
reg_PAG_sphere:regulation_mean_minus_passive~mean_reg_success_z	33	0.013627933957005713	0.9399988693133962	-0.0053475935828877	0.9764377093265237	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	mean_reg_success_z	0.992071059092593
reg_PAG_sphere:regulation_mean_minus_passive~mean_reg_success_raw	33	0.04325628054307951	0.8110909806493758	0.021724598930481284	0.9044829307460704	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	mean_reg_success_raw	0.9916183629323126
reg_PAG_sphere:regulation_mean_minus_passive~task_separation_prediction_error_z_up_minus_down	33	0.01362793395700574	0.9399988693133962	-0.0053475935828877	0.9764377093265237	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	task_separation_prediction_error_z_up_minus_down	0.992071059092593
reg_PAG_sphere:regulation_mean_minus_passive~task_separation_rating_z_up_minus_down	33	0.02387635612326761	0.8950719378507981	0.028074866310160432	0.8767506981148385	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	task_separation_rating_z_up_minus_down	0.9916183629323126
reg_PAG_sphere:regulation_mean_minus_passive~task_separation_rating_raw_up_minus_down	33	0.05297679026380865	0.7696752577763081	0.03810160427807487	0.8332667138980836	descending_PAG	descending	reg_PAG_sphere	reg_PAG_sphere	regulation_mean_minus_passive	task_separation_rating_raw_up_minus_down	0.9916183629323126
reg_pgACC_rACC:beta_passive~up_first	33	-0.1838407157669309	0.30577594750842446	-0.26108118790560286	0.14222407145358174	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	up_first	0.9864109618064815
reg_pgACC_rACC:beta_passive~prediction_error_raw_down	33	-0.14362857475498164	0.425208999871627	-0.20521390374331552	0.2519385717227773	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	prediction_error_raw_down	0.9864109618064815
reg_pgACC_rACC:beta_passive~prediction_error_raw_up	33	0.17448184170314665	0.33147327270240584	0.10060160427807488	0.5774964897113983	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	prediction_error_raw_up	0.9864109618064815
reg_pgACC_rACC:beta_passive~prediction_error_z_down	33	-0.07719262395104258	0.6693955482811805	-0.10127005347593585	0.574957263022393	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	prediction_error_z_down	0.9864109618064815
reg_pgACC_rACC:beta_passive~prediction_error_z_up	33	0.16986275499397938	0.34463093271332107	0.08188502673796792	0.650535663449122	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	prediction_error_z_up	0.9864109618064815
reg_pgACC_rACC:beta_passive~rating_raw_down	33	-0.2683514622041946	0.13105035898378656	-0.37500000000000006	0.03153041530123368	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	rating_raw_down	0.9864109618064815
reg_pgACC_rACC:beta_passive~rating_raw_up	33	-0.09870384842963187	0.5847326706708025	-0.16677807486631016	0.3535915778619937	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	rating_raw_up	0.9864109618064815
reg_pgACC_rACC:beta_passive~rating_z_subject_down	33	-0.09681301539962191	0.5919820415294987	-0.10394385026737968	0.564850908472895	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	rating_z_subject_down	0.9864109618064815
reg_pgACC_rACC:beta_passive~rating_z_subject_up	33	0.12270635442028188	0.49631919985363604	0.03776737967914439	0.8347091249286811	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	rating_z_subject_up	0.9864109618064815
reg_pgACC_rACC:beta_passive~reg_success_raw_down	33	0.14362857475498164	0.425208999871627	0.20521390374331552	0.2519385717227773	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	reg_success_raw_down	0.9864109618064815
reg_pgACC_rACC:beta_passive~reg_success_raw_up	33	0.17448184170314665	0.33147327270240584	0.10060160427807488	0.5774964897113983	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	reg_success_raw_up	0.9864109618064815
reg_pgACC_rACC:beta_passive~reg_success_z_down	33	0.07719262395104258	0.6693955482811805	0.10127005347593585	0.574957263022393	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	reg_success_z_down	0.9864109618064815
reg_pgACC_rACC:beta_passive~reg_success_z_up	33	0.16986275499397938	0.34463093271332107	0.08188502673796792	0.650535663449122	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	reg_success_z_up	0.9864109618064815
reg_pgACC_rACC:beta_passive~temperature_raw_down	33	-0.20071140320145817	0.2627198814685677	-0.22278319716975173	0.21269888168750742	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	temperature_raw_down	0.9864109618064815
reg_pgACC_rACC:beta_passive~temperature_raw_up	33	-0.19483127495865252	0.27724946353516244	-0.20421793073893907	0.25429778616653653	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	temperature_raw_up	0.9864109618064815
reg_pgACC_rACC:beta_passive~temperature_z_subject_down	33	-0.15658227625157664	0.3841915849949059	0.021781669863534803	0.9042331531133716	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	temperature_z_subject_down	0.9864109618064815
reg_pgACC_rACC:beta_passive~temperature_z_subject_up	33	-0.17649822348681068	0.32582771203802047	0.03735002560812009	0.8365110393129273	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	temperature_z_subject_up	0.9864109618064815
reg_pgACC_rACC:beta_passive~passive_mean_rating_z	33	-0.031113060051819585	0.8635312815150259	0.00033422459893048126	0.9985271540782654	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	passive_mean_rating_z	0.9864109618064815
reg_pgACC_rACC:beta_passive~passive_mean_rating_raw	33	-0.23423415715471166	0.18950994191169618	-0.3739973262032086	0.03202436539612744	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	passive_mean_rating_raw	0.9864109618064815
reg_pgACC_rACC:beta_passive~passive_sensory_slope_z	33	-0.18895836208886013	0.2922707711538085	-0.161096256684492	0.37045884125115935	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	passive_sensory_slope_z	0.9864109618064815
reg_pgACC_rACC:beta_passive~passive_withinrun_slope_z	33	0.06515828940632025	0.7186553467754305	-0.16243315508021391	0.3664479855237246	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	passive_withinrun_slope_z	0.9864109618064815
